11-17 13:13:03 下午 com.xiaomi.pass [Thread:25119] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-26 18:37:49 下午 com.xiaomi.pass [Thread:8118] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-26 18:50:07 下午 com.xiaomi.pass [Thread:8399] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-26 18:58:05 下午 com.xiaomi.pass [Thread:8671] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-26 18:58:09 下午 com.xiaomi.pass [Thread:8674] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-26 18:58:09 下午 com.xiaomi.pass [Thread:8676] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-26 18:58:09 下午 com.xiaomi.pass [Thread:8676] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-26 18:58:09 下午 com.xiaomi.pass [Thread:8676] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-26 18:58:09 下午 com.xiaomi.pass [Thread:8676] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-26 18:58:09 下午 com.xiaomi.pass [Thread:8676] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-26 18:58:09 下午 com.xiaomi.pass [Thread:8676] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-26 18:58:10 下午 com.xiaomi.pass [Thread:8677] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-26 19:06:39 下午 com.xiaomi.pass [Thread:8887] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-26 19:06:39 下午 com.xiaomi.pass [Thread:8890] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-26 19:56:18 下午 com.xiaomi.pass [Thread:9070] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-26 19:56:18 下午 com.xiaomi.pass [Thread:9074] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-27 10:07:45 上午 com.xiaomi.pass [Thread:11875] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 10:07:55 上午 com.xiaomi.pass [Thread:12013] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-27 10:07:55 上午 com.xiaomi.pass [Thread:12013] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 10:07:55 上午 com.xiaomi.pass [Thread:12019] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-27 11:42:14 上午 com.xiaomi.pass [Thread:12575] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 11:47:49 上午 com.xiaomi.pass [Thread:12711] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 11:47:55 上午 com.xiaomi.pass [Thread:12715] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-27 11:47:55 上午 com.xiaomi.pass [Thread:12717] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-27 12:22:28 下午 com.xiaomi.pass [Thread:12962] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 12:22:28 下午 com.xiaomi.pass [Thread:12966] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-27 12:22:57 下午 com.xiaomi.pass [Thread:13062] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 12:22:57 下午 com.xiaomi.pass [Thread:13066] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-27 12:25:38 下午 com.xiaomi.pass [Thread:13200] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 12:25:38 下午 com.xiaomi.pass [Thread:13203] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-27 12:25:45 下午 com.xiaomi.pass [Thread:13295] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 12:25:46 下午 com.xiaomi.pass [Thread:13298] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-27 18:11:20 下午 com.xiaomi.pass [Thread:15315] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 18:11:27 下午 com.xiaomi.pass [Thread:15415] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 18:12:24 下午 com.xiaomi.pass [Thread:15516] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-27 18:12:24 下午 com.xiaomi.pass [Thread:15516] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-27 18:12:24 下午 com.xiaomi.pass [Thread:15516] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 18:12:24 下午 com.xiaomi.pass [Thread:15524] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-27 18:13:57 下午 com.xiaomi.pass [Thread:15590] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 18:13:57 下午 com.xiaomi.pass [Thread:15595] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-27 18:23:38 下午 com.xiaomi.pass [Thread:15703] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 18:23:38 下午 com.xiaomi.pass [Thread:15706] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-27 18:48:59 下午 com.xiaomi.pass [Thread:15995] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 18:48:59 下午 com.xiaomi.pass [Thread:15998] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-27 18:49:05 下午 com.xiaomi.pass [Thread:16111] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 18:49:05 下午 com.xiaomi.pass [Thread:16115] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-27 19:03:36 下午 com.xiaomi.pass [Thread:16238] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 19:03:36 下午 com.xiaomi.pass [Thread:16242] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-27 19:03:44 下午 com.xiaomi.pass [Thread:16363] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 19:03:44 下午 com.xiaomi.pass [Thread:16367] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-27 19:04:22 下午 com.xiaomi.pass [Thread:16490] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 19:04:22 下午 com.xiaomi.pass [Thread:16494] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-27 19:04:27 下午 com.xiaomi.pass [Thread:16591] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 19:04:27 下午 com.xiaomi.pass [Thread:16594] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-27 22:37:57 下午 com.xiaomi.pass [Thread:18959] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 22:38:05 下午 com.xiaomi.pass [Thread:19063] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 22:38:11 下午 com.xiaomi.pass [Thread:19168] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-27 22:38:11 下午 com.xiaomi.pass [Thread:19168] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 22:38:11 下午 com.xiaomi.pass [Thread:19168] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-27 22:56:18 下午 com.xiaomi.pass [Thread:19271] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 22:56:18 下午 com.xiaomi.pass [Thread:19274] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-27 22:56:25 下午 com.xiaomi.pass [Thread:19363] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 22:56:25 下午 com.xiaomi.pass [Thread:19367] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-27 22:57:35 下午 com.xiaomi.pass [Thread:19484] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 22:57:35 下午 com.xiaomi.pass [Thread:19487] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-27 23:00:00 下午 com.xiaomi.pass [Thread:19583] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 23:00:00 下午 com.xiaomi.pass [Thread:19587] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-27 23:01:28 下午 com.xiaomi.pass [Thread:19743] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 23:01:28 下午 com.xiaomi.pass [Thread:19747] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-27 23:01:39 下午 com.xiaomi.pass [Thread:19847] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 23:01:39 下午 com.xiaomi.pass [Thread:19851] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-27 23:02:41 下午 com.xiaomi.pass [Thread:19983] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-27 23:02:41 下午 com.xiaomi.pass [Thread:19987] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 08:50:22 上午 com.xiaomi.pass [Thread:21655] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 08:50:36 上午 com.xiaomi.pass [Thread:21844] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-28 08:50:36 上午 com.xiaomi.pass [Thread:21844] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 08:50:36 上午 com.xiaomi.pass [Thread:21851] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 08:50:44 上午 com.xiaomi.pass [Thread:21940] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 08:50:44 上午 com.xiaomi.pass [Thread:21943] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 10:02:19 上午 com.xiaomi.pass [Thread:22459] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 10:04:12 上午 com.xiaomi.pass [Thread:22575] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 10:04:16 上午 com.xiaomi.pass [Thread:22578] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-28 10:04:18 上午 com.xiaomi.pass [Thread:22581] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-28 10:08:09 上午 com.xiaomi.pass [Thread:22694] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 10:08:09 上午 com.xiaomi.pass [Thread:22698] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 10:10:02 上午 com.xiaomi.pass [Thread:22782] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 10:10:02 上午 com.xiaomi.pass [Thread:22787] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 10:10:52 上午 com.xiaomi.pass [Thread:22895] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 10:10:52 上午 com.xiaomi.pass [Thread:22899] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 10:12:56 上午 com.xiaomi.pass [Thread:22996] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 10:12:56 上午 com.xiaomi.pass [Thread:22999] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 10:13:33 上午 com.xiaomi.pass [Thread:23095] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 10:13:33 上午 com.xiaomi.pass [Thread:23099] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 10:14:06 上午 com.xiaomi.pass [Thread:23203] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 10:14:06 上午 com.xiaomi.pass [Thread:23207] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 10:16:52 上午 com.xiaomi.pass [Thread:23358] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 10:16:52 上午 com.xiaomi.pass [Thread:23363] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 10:17:22 上午 com.xiaomi.pass [Thread:23463] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 10:17:22 上午 com.xiaomi.pass [Thread:23467] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 10:17:56 上午 com.xiaomi.pass [Thread:23568] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 10:17:56 上午 com.xiaomi.pass [Thread:23571] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 10:18:24 上午 com.xiaomi.pass [Thread:23663] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 10:18:24 上午 com.xiaomi.pass [Thread:23667] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 10:19:08 上午 com.xiaomi.pass [Thread:23775] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 10:19:08 上午 com.xiaomi.pass [Thread:23778] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 10:19:28 上午 com.xiaomi.pass [Thread:23874] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 10:19:28 上午 com.xiaomi.pass [Thread:23879] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 10:45:43 上午 com.xiaomi.pass [Thread:24303] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 10:45:43 上午 com.xiaomi.pass [Thread:24306] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 10:45:52 上午 com.xiaomi.pass [Thread:24418] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 10:45:52 上午 com.xiaomi.pass [Thread:24422] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 10:47:36 上午 com.xiaomi.pass [Thread:24506] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 10:47:36 上午 com.xiaomi.pass [Thread:24511] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 10:47:49 上午 com.xiaomi.pass [Thread:24612] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 10:47:49 上午 com.xiaomi.pass [Thread:24615] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 10:54:50 上午 com.xiaomi.pass [Thread:24706] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 10:54:50 上午 com.xiaomi.pass [Thread:24711] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 10:54:57 上午 com.xiaomi.pass [Thread:24811] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 10:54:57 上午 com.xiaomi.pass [Thread:24815] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 12:44:10 下午 com.xiaomi.pass [Thread:25486] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 12:44:49 下午 com.xiaomi.pass [Thread:25595] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 12:46:59 下午 com.xiaomi.pass [Thread:25742] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 12:47:53 下午 com.xiaomi.pass [Thread:25839] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 12:47:57 下午 com.xiaomi.pass [Thread:25842] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-28 12:47:58 下午 com.xiaomi.pass [Thread:25844] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-28 12:47:58 下午 com.xiaomi.pass [Thread:25845] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-28 12:47:59 下午 com.xiaomi.pass [Thread:25847] onCommandResult is called. command={set-account}, resultCode={0}, reason={duplicated user account}, category={null}, commandArguments={[890183393]} 
11-28 13:07:34 下午 com.xiaomi.pass [Thread:26375] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:07:34 下午 com.xiaomi.pass [Thread:26378] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:07:59 下午 com.xiaomi.pass [Thread:26487] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:07:59 下午 com.xiaomi.pass [Thread:26490] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:09:37 下午 com.xiaomi.pass [Thread:26583] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:09:37 下午 com.xiaomi.pass [Thread:26586] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:11:49 下午 com.xiaomi.pass [Thread:26675] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:11:49 下午 com.xiaomi.pass [Thread:26679] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:26:51 下午 com.xiaomi.pass [Thread:27078] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:26:51 下午 com.xiaomi.pass [Thread:27082] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:26:58 下午 com.xiaomi.pass [Thread:27158] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
11-28 13:26:58 下午 com.xiaomi.pass [Thread:27162] onCommandResult is called. command={set-account}, resultCode={0}, reason={null}, category={null}, commandArguments={[890183393]} 
11-28 13:27:06 下午 com.xiaomi.pass [Thread:27266] onCommandResult is called. command={register}, resultCode={0}, reason={null}, category={null}, commandArguments={[TKAd2GjTe5YDvhyet2p7MSVsn0luk8QXL4tg1aHQ6CE=]} 
